CodigoNacional,momento,RRR6_Valor,Traza_Valor
330019,4/9/19 0:00,0,0
330019,4/9/19 12:00,0,0
330019,4/9/19 18:00,0,0
330019,5/9/19 0:00,0,0
330019,5/9/19 12:00,0,0
330019,5/9/19 18:00,0,0
330019,6/9/19 0:00,0,0
330019,6/9/19 12:00,0,0
330019,6/9/19 18:00,0,0
330019,7/9/19 0:00,0,0
330019,7/9/19 12:00,0,0
330019,7/9/19 18:00,0,0
330019,8/9/19 0:00,0,0
330019,8/9/19 12:00,0,0
330019,8/9/19 18:00,0,0
330019,9/9/19 0:00,0,0
330019,9/9/19 12:00,0.2,0
330019,9/9/19 18:00,0.2,0
330019,10/9/19 0:00,0,0
330019,10/9/19 12:00,2.7,0
330019,10/9/19 18:00,0,0
330019,11/9/19 0:00,0,0
330019,11/9/19 12:00,1.4,0
330019,11/9/19 18:00,0,0
330019,12/9/19 0:00,0,0
330019,12/9/19 12:00,0,0
330019,12/9/19 18:00,0,0
330019,13-09-2019 00:00:00,0,0
330019,13-09-2019 12:00:00,0,0
330019,13-09-2019 18:00:00,0,0
330019,14-09-2019 00:00:00,0,0
330019,14-09-2019 12:00:00,0,0
330019,14-09-2019 18:00:00,0,0
330019,15-09-2019 00:00:00,0,0
330019,15-09-2019 12:00:00,0,0
330019,15-09-2019 18:00:00,0,0
330019,16-09-2019 00:00:00,0,0
330019,16-09-2019 12:00:00,0,0
330019,16-09-2019 18:00:00,0,0
330019,17-09-2019 00:00:00,0,0
330019,17-09-2019 12:00:00,0,0
330019,17-09-2019 18:00:00,0,0
330019,18-09-2019 00:00:00,0,0
330019,18-09-2019 12:00:00,0,0
330019,18-09-2019 18:00:00,0,0
330019,19-09-2019 00:00:00,0,0
330019,19-09-2019 12:00:00,0,0
330019,19-09-2019 18:00:00,0,0
330019,20-09-2019 00:00:00,0,0
330019,20-09-2019 12:00:00,0,0
330019,20-09-2019 18:00:00,0,0
330019,21-09-2019 00:00:00,0,0
330019,21-09-2019 12:00:00,0,0
330019,21-09-2019 18:00:00,0,0
330019,22-09-2019 00:00:00,0,0
330019,22-09-2019 12:00:00,0,0
330019,22-09-2019 18:00:00,0,0
330019,23-09-2019 00:00:00,0,0
330019,23-09-2019 12:00:00,0,0
330019,23-09-2019 18:00:00,0,0
330019,24-09-2019 00:00:00,0,0
330019,24-09-2019 12:00:00,0,0
330019,24-09-2019 18:00:00,0,0
330019,25-09-2019 00:00:00,0,0
330019,25-09-2019 12:00:00,0,0
330019,25-09-2019 18:00:00,0,0
330019,26-09-2019 00:00:00,0,0
330019,26-09-2019 12:00:00,0,0
330019,26-09-2019 18:00:00,0,0
330019,27-09-2019 00:00:00,,0
330019,27-09-2019 12:00:00,0,0
330019,27-09-2019 18:00:00,0,0
