CodigoNacional,momento,RRR6_Valor,Traza_Valor
330019,17-08-2019 00:00:00,,0
330019,17-08-2019 12:00:00,0,0
330019,17-08-2019 18:00:00,0,0
330019,18-08-2019 00:00:00,0,0
330019,18-08-2019 12:00:00,0,0
330019,18-08-2019 18:00:00,0,0
330019,19-08-2019 00:00:00,,0
330019,19-08-2019 12:00:00,0,0
330019,19-08-2019 18:00:00,0,0
330019,20-08-2019 00:00:00,0,0
330019,20-08-2019 12:00:00,0,0
330019,20-08-2019 18:00:00,0,0
330019,21-08-2019 00:00:00,0,0
330019,21-08-2019 12:00:00,0,0
330019,21-08-2019 18:00:00,0,0
330019,22-08-2019 00:00:00,0,0
330019,22-08-2019 12:00:00,0,0
330019,22-08-2019 18:00:00,0,0
330019,23-08-2019 00:00:00,,0
330019,23-08-2019 12:00:00,0,0
330019,23-08-2019 18:00:00,0,0
330019,24-08-2019 00:00:00,0,0
330019,24-08-2019 12:00:00,0,0
330019,24-08-2019 18:00:00,0,0
330019,25-08-2019 00:00:00,0,0
330019,25-08-2019 12:00:00,0,0
330019,25-08-2019 18:00:00,0,0
330019,26-08-2019 00:00:00,0,0
330019,26-08-2019 12:00:00,0,0
330019,26-08-2019 18:00:00,0,0
330019,27-08-2019 00:00:00,,0
330019,27-08-2019 12:00:00,0,0
330019,27-08-2019 18:00:00,0,0
330019,28-08-2019 00:00:00,0,0
330019,28-08-2019 12:00:00,0,0
330019,28-08-2019 18:00:00,0,0
330019,29-08-2019 00:00:00,0,0
330019,29-08-2019 12:00:00,0,0
330019,29-08-2019 18:00:00,0,0
330019,30-08-2019 00:00:00,,0
330019,30-08-2019 12:00:00,0,0
330019,30-08-2019 18:00:00,0,0
330019,31-08-2019 00:00:00,0,0
330019,31-08-2019 12:00:00,0,0
330019,31-08-2019 18:00:00,0,0
330019,1/9/19 0:00,,0
330019,1/9/19 12:00,0,0
330019,1/9/19 18:00,0,0
330019,2/9/19 0:00,,0
330019,2/9/19 12:00,0,0
330019,2/9/19 18:00,,0
330019,3/9/19 0:00,0,0
330019,3/9/19 12:00,0,0
330019,3/9/19 18:00,0,0
